,user_name,user_profile_url,rating,local_guide,comment_num,comment_text
402, Edward Chien (Ethan Chien’s dad) ,https://www.google.com/maps/contrib/114684586595225747909/reviews?hl=zh-TW,5,True,10,"  好吃, 價位合理; 先打電話去訂位, 就比較不用等 "
403, 林Ray ,https://www.google.com/maps/contrib/104986379699074008701/reviews?hl=zh-TW,4,True,93,"  牛肉鮮甜~湯頭鮮美
值得推薦。 "
404, 林劍城 ,https://www.google.com/maps/contrib/114298191432380184287/reviews?hl=zh-TW,4,True,47,  好吃，牛筋不錯，芥籃牛肉也夠味 
405, Lawrence Hou ,https://www.google.com/maps/contrib/103676995404364928430/reviews?hl=zh-TW,1,False,9,  千萬不要去吃，台北一定有比它好吃的店 
406, 高小高 ,https://www.google.com/maps/contrib/116221061732665322424/reviews?hl=zh-TW,1,False,6,  這服務態度再好吃也沒用 
407, Alexandra Chang ,https://www.google.com/maps/contrib/106977466512880033913/reviews?hl=zh-TW,4,True,95,  好吃，熱門時段要記得提早訂位或是提早排隊 
408, Momser Wu ,https://www.google.com/maps/contrib/104741469814283410921/reviews?hl=zh-TW,4,True,"1,283",  牛肉鮮甜好吃 
409, 王思妍 ,https://www.google.com/maps/contrib/104430590976592574623/reviews?hl=zh-TW,3,False,12,  肉質沒有很好，還是到台南當地吃比較美味 
410, Alex Kuo ,https://www.google.com/maps/contrib/110482358760022595469/reviews?hl=zh-TW,3,True,495,  牛肉鮮甜／出菜也快，用餐環境擁擠些… 
411, Lu Li ,https://www.google.com/maps/contrib/114774801796808055985/reviews?hl=zh-TW,4,True,244,  肉質Q嫩，雖無台南現宰風味，但已算北部翹楚 
412, AMY WU ,https://www.google.com/maps/contrib/107030699362574773733/reviews?hl=zh-TW,3,False,11,  牛肉新鮮好吃，湯好喝，但價格微貴 
413, Mark Chiang ,https://www.google.com/maps/contrib/111622249704398324056/reviews?hl=zh-TW,3,True,92,  跟高雄的不一樣 
414, 阮宇豪 ,https://www.google.com/maps/contrib/110180948030137997914/reviews?hl=zh-TW,4,True,108,  牛肉．不錯吃 
415, 陳孟桐 ,https://www.google.com/maps/contrib/110265161306813477144/reviews?hl=zh-TW,5,True,4,  上菜速度快，還會隨時補湯，服務超棒的~ 
416, 虞尚億 ,https://www.google.com/maps/contrib/114424356636537248259/reviews?hl=zh-TW,4,True,54,  停車不便，空間不大稍嫌擁擠，東西不錯吃，但不便宜 
417, 賴靜婷 ,https://www.google.com/maps/contrib/113636783996980308235/reviews?hl=zh-TW,5,False,17,  肉質鮮美，醬料也好吃～喜歡這裡的火鍋～ 
418, Leewei Pai ,https://www.google.com/maps/contrib/103706471199754813529/reviews?hl=zh-TW,3,True,140,  今天的肉太瘦，煮的炒的都很硬，可惜了現宰台灣牛。 
419, 林昱吟 ,https://www.google.com/maps/contrib/115417420790461865011/reviews?hl=zh-TW,4,True,452,  生意好還不錯吃只是不太清楚價位。 
420, Yuan Che Chen (肉包) ,https://www.google.com/maps/contrib/113109932665924914230/reviews?hl=zh-TW,3,True,36,"  碗筷自取 又收10%服務費 感覺不是很合理

口味中上 "
421, CHEN NELLY ,https://www.google.com/maps/contrib/101495213637536473384/reviews?hl=zh-TW,4,True,110,  湯超好喝 但牛有點硬 新鮮美味 
422, Vincent Zheng ,https://www.google.com/maps/contrib/106969420745634475876/reviews?hl=zh-TW,3,True,45,  份量不如以往，一盤肉380，有點貴。 
423, Chris Wu ,https://www.google.com/maps/contrib/111449744886457899358/reviews?hl=zh-TW,2,True,53,  瓦斯不夠 換了一桶還是一樣 等水滾等超久 
424, Aaron H ,https://www.google.com/maps/contrib/100592464751229984104/reviews?hl=zh-TW,1,True,177,  服務態度極差。建議不要來浪費時間 
425, Rich Tu ,https://www.google.com/maps/contrib/102017206816463044216/reviews?hl=zh-TW,5,False,5,  溫體牛肉，現切現賣，鍋底湯頭，香濃好滋味！ 
426, 阮中陽 ,https://www.google.com/maps/contrib/104677829314723309536/reviews?hl=zh-TW,4,False,89,  食材新鮮口味不錯吃可以說鮮美。 
427, Dark MJ ,https://www.google.com/maps/contrib/107062421802462029100/reviews?hl=zh-TW,4,False,15,  好吃，肉質吃起來不錯 建議先定位。 
428, 陳亭彣 ,https://www.google.com/maps/contrib/105389496294698662816/reviews?hl=zh-TW,3,True,33,  湯頭普通 牛肉還是去產地吃 在台北算不錯了 
429, 牟育宇 ,https://www.google.com/maps/contrib/113150033107122631550/reviews?hl=zh-TW,5,True,82,  牛肉好吃，湯頭鮮甜，服務親切，值得推薦 
430, daniel liu ,https://www.google.com/maps/contrib/114898363538042984664/reviews?hl=zh-TW,4,True,358,  跟高雄比起來份量較少，但口味還算維持的不錯～ 
431, 鄧凱心 ,https://www.google.com/maps/contrib/115654514743771793240/reviews?hl=zh-TW,1,False,14,"  櫃檯長髮的服務人員態度不佳，要避開晚娘面孔

內場的服務人員都很好 "
432, 山本大介 ,https://www.google.com/maps/contrib/115985352326005338360/reviews?hl=zh-TW,4,True,45,"  超好吃
不輸台南的牛肉湯火鍋 "
433, ZHI-WEI TAO ,https://www.google.com/maps/contrib/111194024517910281170/reviews?hl=zh-TW,4,True,393,  台北難得嚐到的美味溫體牛肉，在這裡可以一次滿足。 
434, Kris Jiang ,https://www.google.com/maps/contrib/104372477040607959283/reviews?hl=zh-TW,4,False,18,  好吃，但不知道是不是有加了味素，會很渴 
435, 挪威 ,https://www.google.com/maps/contrib/100315535532255792836/reviews?hl=zh-TW,3,True,66,  牛肉真的好吃，但價格稍貴，但吃宵夜挺適合的 
436, 王政忠 ,https://www.google.com/maps/contrib/110952199791813431938/reviews?hl=zh-TW,5,True,87,"  好吃
但是個人覺得份量有點少 "
437, ming huang ,https://www.google.com/maps/contrib/116524385207677229716/reviews?hl=zh-TW,1,True,29,  超爛。湯頭太甜。味精應該放太多。炒菜油放太多 
438, 林暐傑 ,https://www.google.com/maps/contrib/112240090845617642646/reviews?hl=zh-TW,5,True,53,  牛肉非常鮮甜好吃，炒盤推薦酸菜牛肉 非常下飯哦 
439, Mark Song ,https://www.google.com/maps/contrib/106752149242597265957/reviews?hl=zh-TW,3,True,480,  牛肉和湯頭都不錯，菜單價太髙了。 
440, Bunny Tsai ,https://www.google.com/maps/contrib/101128377193114611164/reviews?hl=zh-TW,5,True,25,  東西好吃，份量多，CP值高 
441, Yu Lee ,https://www.google.com/maps/contrib/101245370579361487254/reviews?hl=zh-TW,4,True,32,  算還不錯 但跟中南部的比真的就比較還好 但還是值得一試 
442, DO SA ,https://www.google.com/maps/contrib/112626001099195695645/reviews?hl=zh-TW,5,True,138,  好吃～～牛肉新鮮又很美味 
443, Tien Chou ,https://www.google.com/maps/contrib/106999189841071316072/reviews?hl=zh-TW,3,True,49,  肉質不錯，口味不錯，不過價格偏高 
444, 余麗惠 ,https://www.google.com/maps/contrib/105660683048755744486/reviews?hl=zh-TW,4,True,147,  溫體牛肉鮮甜好吃。湯頭也鮮美。 
445, 林思嘉 ,https://www.google.com/maps/contrib/101041309286503638866/reviews?hl=zh-TW,3,True,34,"  口味普通，牛肉肉質普通還行
價格偏貴 "
446, Kevin chu ,https://www.google.com/maps/contrib/110216019512336581579/reviews?hl=zh-TW,2,True,31,  口味不錯，內用收服務費貴了點! 
447, Mingte Wang ,https://www.google.com/maps/contrib/111874336400779604115/reviews?hl=zh-TW,5,True,601,  現切溫體牛肉，大量蔬菜熬的湯頭，超讚，要排隊等候 
448, Lin William ,https://www.google.com/maps/contrib/106515430119893765574/reviews?hl=zh-TW,5,True,446,  超愛吃他們家的牛舌，炒菜也很好吃 
449, Ed Wang ,https://www.google.com/maps/contrib/109615572190061623134/reviews?hl=zh-TW,4,True,385,  一般般 肉切太小變成碎肉 湯頭可以 
450, Robin Lee ,https://www.google.com/maps/contrib/101166972627346559035/reviews?hl=zh-TW,3,True,358,  也許外帶風味會差一點 
451, 豐嘉 ,https://www.google.com/maps/contrib/109583651878077443582/reviews?hl=zh-TW,5,False,6,  適合4個人來吃可以吃到很多不一樣的 
452, Cheng-Chih Kuo ,https://www.google.com/maps/contrib/114727311187340532960/reviews?hl=zh-TW,4,True,322,  牛肉火鍋味道不錯，但價位略高 
453, Lo Lilin ,https://www.google.com/maps/contrib/118323095929157533634/reviews?hl=zh-TW,5,True,165,  非常好吃😋牛舌牛肉必點！ … 
454, Halu Chang ,https://www.google.com/maps/contrib/103516713285987632740/reviews?hl=zh-TW,4,True,27,  位置方便環境也不錯食材真是新鮮 
455, 珊IRis ,https://www.google.com/maps/contrib/109520362843570543061/reviews?hl=zh-TW,3,True,18,  牛肉好吃~ 牛肉湯是偏甜的台南口味 
456, 陳坤辰 ,https://www.google.com/maps/contrib/100183286009911650068/reviews?hl=zh-TW,5,True,24,  食材新鮮，好吃 
457, 張萱 ,https://www.google.com/maps/contrib/102200734899414709657/reviews?hl=zh-TW,5,False,5,  這裡氣氛很好 肉很好吃 服務員很不錯 
458, Chris Chen ,https://www.google.com/maps/contrib/118012991697356376353/reviews?hl=zh-TW,5,True,27,  料理美味、環境舒服、湯頭鮮甜、� … 
459, 杜哲龍 ,https://www.google.com/maps/contrib/116062502766199072629/reviews?hl=zh-TW,5,True,22,  冬天常常滿滿人潮 要先訂位 
460, 勝弘李 ,https://www.google.com/maps/contrib/108434971763519648040/reviews?hl=zh-TW,5,True,13,  肉鮮美，湯頭好，熱銷商品很快就沒了 
461, 莊阿華 ,https://www.google.com/maps/contrib/110366216063236354524/reviews?hl=zh-TW,1,False,5,  謝謝牛老大佔據大半路邊停車格擺放三角錐提醒駕駛，非常感謝您所謂的關心 
462, 曹昌煇 ,https://www.google.com/maps/contrib/116844432484972943376/reviews?hl=zh-TW,5,True,83,  新鮮的牛肉食材，還有好吃的現炒料理。 
463, 曉明 ,https://www.google.com/maps/contrib/106173440692602581885/reviews?hl=zh-TW,5,True,171,  好吃好吃！溫體牛就是好吃！ 
464, 蔡志偉 ,https://www.google.com/maps/contrib/109752304715940745007/reviews?hl=zh-TW,3,True,374,  湯頭打底基礎好 北部也能吃到 鄉愁味道 
465, Tai Allen ,https://www.google.com/maps/contrib/118064385648971276028/reviews?hl=zh-TW,4,True,"1,506","  以台北的品質算不錯,但是溫體牛還是南部品質好 "
466, 陳志偉 ,https://www.google.com/maps/contrib/115798449684563462928/reviews?hl=zh-TW,5,False,4,  牛肉新鮮就真的多汁又好吃 
467, Manfred CHANG ,https://www.google.com/maps/contrib/118011820642741595526/reviews?hl=zh-TW,4,True,81,  口味還不錯，店家服務態度好，價格合理 
468, Danson ,https://www.google.com/maps/contrib/109428635195714554897/reviews?hl=zh-TW,4,True,346,  好吃份量也不算少，終於不用跑台南了~~~~ 
469, 公爵wulala ,https://www.google.com/maps/contrib/113702877445687468274/reviews?hl=zh-TW,3,True,152,  其實還好，牛肉是挺新鮮 
470, Eco Chen ,https://www.google.com/maps/contrib/117789571627491517633/reviews?hl=zh-TW,3,False,297,"  有特色的牛肉鍋,湯頭也不差 "
471, 陳穗釩 ,https://www.google.com/maps/contrib/115708627914106907037/reviews?hl=zh-TW,4,False,9,  還不錯的選擇，但一群吃比較好 
472, 曾書桓 ,https://www.google.com/maps/contrib/113338134081982878168/reviews?hl=zh-TW,4,True,345,  熱炒牛肉好吃，現切的牛肉盤也很嫩 
473, 邱曉祈 ,https://www.google.com/maps/contrib/118275063276327700754/reviews?hl=zh-TW,5,True,73,  好吃，不好停車比較麻煩 
474, Vit 侑文 Chang ,https://www.google.com/maps/contrib/108588579004778738205/reviews?hl=zh-TW,3,True,257,  牛肉鮮 但加一成服務費顯貴 
475, 陳怡君 ,https://www.google.com/maps/contrib/106832701418815969690/reviews?hl=zh-TW,5,False,19,  好吃！冷氣很強，建議帶小外套！ 
476, Bo CHen柏斯 ,https://www.google.com/maps/contrib/110284102417743129161/reviews?hl=zh-TW,4,True,173,  肉很新鮮! 湯頭自然甜 
477, Wen-Chun Yeh ,https://www.google.com/maps/contrib/100964947337815998425/reviews?hl=zh-TW,5,True,114,  東西新鮮好吃，音樂超跳tone很有趣 
478, 陳奕辰 ,https://www.google.com/maps/contrib/103841523456886377093/reviews?hl=zh-TW,5,True,106,  因為有播EDM而且是kygo的歌，所以給5星。 
479, Calvin Lee ,https://www.google.com/maps/contrib/108302519325970925284/reviews?hl=zh-TW,4,True,127,  有點貴 有點甜  吃完有點渴  牛舌好  炒菜好 
480, Pagy Chen ,https://www.google.com/maps/contrib/105343315460577745050/reviews?hl=zh-TW,5,True,90,  肉很好吃，鍋底料很 
481, 蘇大銘 ,https://www.google.com/maps/contrib/108156655061865283560/reviews?hl=zh-TW,5,True,614,  溫體牛好吃 
482, 張世斌 ,https://www.google.com/maps/contrib/118148484282513848476/reviews?hl=zh-TW,5,False,29,  北部地區，最新鮮，最好吃的牛肉火鍋！ 
483, Absolute ok ,https://www.google.com/maps/contrib/107178315410466609771/reviews?hl=zh-TW,3,True,146,  老覺得這家的湯頭沒有八德店來的濃！ 
484, Michael Liang ,https://www.google.com/maps/contrib/113575723100490722135/reviews?hl=zh-TW,4,True,276,  好吃， 推現宰台灣牛肉和牛舌 
485, 嘟嘟實況 ,https://www.google.com/maps/contrib/111266335675730575800/reviews?hl=zh-TW,5,True,28,  湯頭很好~肉很新鮮 
486, 林小羊 ,https://www.google.com/maps/contrib/106169060969433844859/reviews?hl=zh-TW,2,True,14,  口味一般，無法媲美桃園、台中、高雄牛老大的口味 
487, Leo Pan ,https://www.google.com/maps/contrib/105686857103200812151/reviews?hl=zh-TW,5,False,10,  CP值高品嚐溫體牛的好地方 
488, Sarisha yei ,https://www.google.com/maps/contrib/115253045098561678961/reviews?hl=zh-TW,5,True,151,  好吃，價格中上，但，值得 
489, martin chen ,https://www.google.com/maps/contrib/116985182738774058845/reviews?hl=zh-TW,3,True,599,  不是在這邊吃東西但係統一直顯現在不知道怎麼了 
490, 修 ,https://www.google.com/maps/contrib/101758210352624874311/reviews?hl=zh-TW,2,True,110,  不推，價格太高。盤小肉量少。 
491, Jerry kuo ,https://www.google.com/maps/contrib/114827044494217723194/reviews?hl=zh-TW,3,True,171,"  溫體牛肉真的好貴,但是還蠻好吃的 "
492, Joyce ,https://www.google.com/maps/contrib/115223685497709778241/reviews?hl=zh-TW,4,True,44,  跟高雄總店比起來還是有點差距，但還是很不錯 
493, Joshua ,https://www.google.com/maps/contrib/114077335585504423002/reviews?hl=zh-TW,3,True,132,  東西不難吃，但性價比不高！ 
494, Isabella ,https://www.google.com/maps/contrib/110913131765703145755/reviews?hl=zh-TW,5,True,496,  溫體牛 超級好吃 適合來吃宵夜 
495, ariel tsui ,https://www.google.com/maps/contrib/109362898871299724829/reviews?hl=zh-TW,5,True,59,  這牛肉好吃到不用多說！ 
496, jeff Wumu ,https://www.google.com/maps/contrib/103383000529259354177/reviews?hl=zh-TW,4,True,65,  特別有意義的牛肉湯 
497, Winny Chu ,https://www.google.com/maps/contrib/112480461124310502307/reviews?hl=zh-TW,5,False,6,  好吃！湯底用心！牛肉軟嫩～推！ 
498, carmen chou ,https://www.google.com/maps/contrib/105549522205344167147/reviews?hl=zh-TW,5,True,39,  好吃～服務很好 
499, Jimmy Chen ,https://www.google.com/maps/contrib/111769960807104864556/reviews?hl=zh-TW,4,True,208,  值得再去吃的餐廳，只限定晚上營業 
500, 陳阿光 ,https://www.google.com/maps/contrib/105798561924964014673/reviews?hl=zh-TW,4,True,704,  肉很新鮮!很好吃!價格略高! 
501, Jason Chien ,https://www.google.com/maps/contrib/110858509578658012364/reviews?hl=zh-TW,3,True,28,  白飯沒煮熟，米芯還是硬的 
502, 王世鴻 ,https://www.google.com/maps/contrib/101167289170965170196/reviews?hl=zh-TW,5,True,79,  湯鮮味美 料理很實在 好吃 
503, qiuyin chen ,https://www.google.com/maps/contrib/102966834046636554778/reviews?hl=zh-TW,4,True,361,  價格較高，生牛肉不如高雄店。 
504, 馬子 ,https://www.google.com/maps/contrib/108564177949002776565/reviews?hl=zh-TW,5,True,74,  真的很好吃，服務態度優良 
505, Lida立達徵信社 ,https://www.google.com/maps/contrib/108594530473614096767/reviews?hl=zh-TW,5,True,133,  湯頭好吃，立達徵信社推薦 
506, C. K. ,https://www.google.com/maps/contrib/101262384276983039827/reviews?hl=zh-TW,4,True,260,  肉新鮮，好吃，但飯煮的不好 
507, chris wang ,https://www.google.com/maps/contrib/106661413496003441817/reviews?hl=zh-TW,5,True,40,  牛肉湯好喝 服務態度佳 
508, Lawrence ,https://www.google.com/maps/contrib/115307859150456137939/reviews?hl=zh-TW,5,True,174,  湯頭好喝，牛肉好嫩，價錢合理，值得推薦。 
509, 09吳瑞敏 ,https://www.google.com/maps/contrib/100182149404874036735/reviews?hl=zh-TW,5,True,25,  湯頭滿分~牛肉一級棒 
510, 鄭儀菁 ,https://www.google.com/maps/contrib/115651370672840494077/reviews?hl=zh-TW,5,False,8,  湯頭很好喝，喝得出自然的甘甜味。 
511, 呂Vincent ,https://www.google.com/maps/contrib/102023714799127824610/reviews?hl=zh-TW,4,True,215,  不錯吃，但還是貴了點。 
512, Yen Silvia ,https://www.google.com/maps/contrib/113598723311556632739/reviews?hl=zh-TW,1,False,3,  結帳櫃台女店員永遠臉色和口氣都很差 
513, John Huang ,https://www.google.com/maps/contrib/117434526946994555913/reviews?hl=zh-TW,2,False,2,  生意太好態度變的很差。東西的品質也變差了 
514, 田中いずみ ,https://www.google.com/maps/contrib/103441951948342044034/reviews?hl=zh-TW,5,True,128,  太好吃了我的媽啊 
515, David Tai ,https://www.google.com/maps/contrib/106115357057490627738/reviews?hl=zh-TW,4,True,336,  肉品棒 湯頭好 錢要帶夠。 
516, 劉芸菲 ,https://www.google.com/maps/contrib/106957203413470755233/reviews?hl=zh-TW,5,False,3,  常常來吃 推薦 
517, Allen Lu ,https://www.google.com/maps/contrib/102161342574546363605/reviews?hl=zh-TW,5,True,159,  很不錯吃，但環境很吵 
518, 大香蕉 ,https://www.google.com/maps/contrib/111713260638437039210/reviews?hl=zh-TW,1,False,3,  門口就是吸煙區⋯二手菸吸到想吐 
519, phillip Huang ,https://www.google.com/maps/contrib/117105930715342388140/reviews?hl=zh-TW,3,True,11,  火鍋標準配備：牛肉+牛腩+魚漿 
520, Joyce喬 ,https://www.google.com/maps/contrib/111766419408219028527/reviews?hl=zh-TW,4,True,17,  溫體牛新鮮，料理手法好 ! 
521, Slower Su ,https://www.google.com/maps/contrib/114966439491715812427/reviews?hl=zh-TW,4,True,47,  喜歡吃肥一點的，記得點花肉 
522, Ivy Lin ,https://www.google.com/maps/contrib/105561055506239991922/reviews?hl=zh-TW,5,True,261,  湯很好喝！ 
523, 吳維哲 ,https://www.google.com/maps/contrib/105312323632481231880/reviews?hl=zh-TW,4,True,164,  湯頭很棒 牛肉不錯吃小貴 
524, Nick SUN ,https://www.google.com/maps/contrib/101068427463189402801/reviews?hl=zh-TW,3,True,249,  時間限制，用餐1.5小時 
525, 陳庭 ,https://www.google.com/maps/contrib/111593306779544738863/reviews?hl=zh-TW,4,True,574,  鮮甜，價位略高 
526, 囍臨門 ,https://www.google.com/maps/contrib/114543661661480227953/reviews?hl=zh-TW,5,True,9,  湯頭好喝，肉不錯 
527, 胖胖升 ,https://www.google.com/maps/contrib/109924067741222867963/reviews?hl=zh-TW,4,True,390,  非常好吃  可是有電太貴嘞 
528, annie kao ,https://www.google.com/maps/contrib/109553125755506021316/reviews?hl=zh-TW,4,True,35,  服務跟食材跟以前差ㄌ一截 
529, Jasmin Tsai ,https://www.google.com/maps/contrib/106410938438155936944/reviews?hl=zh-TW,5,True,24,  火鍋及熱炒都很美味! 
530, Jason Wang ,https://www.google.com/maps/contrib/101980051172844829378/reviews?hl=zh-TW,3,True,622,  還可以 
531, Lexel Yu ,https://www.google.com/maps/contrib/105229000893164937448/reviews?hl=zh-TW,3,True,173,  牛肉不錯  不過菜色選擇不多 
532, Lusa Kuo ,https://www.google.com/maps/contrib/114752175120506688941/reviews?hl=zh-TW,4,True,128,"  湯鮮甜, 連醬料都好吃 "
533, 陳月鶯 ,https://www.google.com/maps/contrib/116016679801520541546/reviews?hl=zh-TW,3,True,"2,940",  聽說不錯 ，但我每次經過 它都休息，我以為陣亡了 
534, Sam Yang (Polar Bear) ,https://www.google.com/maps/contrib/115591970620422890515/reviews?hl=zh-TW,4,True,"1,348",  湯頭好 
535, Vance Tang ,https://www.google.com/maps/contrib/107735424315447118494/reviews?hl=zh-TW,5,True,409,  好吃！蔥爆牛肉也好吃，推薦 
536, Po Kai Chang ,https://www.google.com/maps/contrib/103635474895035413810/reviews?hl=zh-TW,3,True,115,  普通到不行，牛肉也不嫩，貴 
537, ALEX S ,https://www.google.com/maps/contrib/105022557629694428099/reviews?hl=zh-TW,5,True,160,  牛肉超級新鮮，火鍋好吃 
538, 想成為最強老爸的豬先生 ,https://www.google.com/maps/contrib/117705670586269234358/reviews?hl=zh-TW,5,True,25,  好吃，但排隊人潮太多了XD 
539, Tzu-chieh Wei ,https://www.google.com/maps/contrib/116268857026982137608/reviews?hl=zh-TW,4,True,95,  肉新鮮，湯頭好。 
540, 蕭明鏡 ,https://www.google.com/maps/contrib/103683767554958413161/reviews?hl=zh-TW,3,False,7,  口味價格普通 環境比較衛生 
541, 王菘美 ,https://www.google.com/maps/contrib/102174992662580553009/reviews?hl=zh-TW,5,True,59,  新鮮～要先訂位喔⋯⋯ 
542, Chih Chieh Liu ,https://www.google.com/maps/contrib/109763568157635439012/reviews?hl=zh-TW,2,True,54,  外送的份量少到驚人 
543, Tom無知過客 ,https://www.google.com/maps/contrib/112650201633700035931/reviews?hl=zh-TW,4,True,"1,870",  鮮食，特殊湯頭，大推 
544, 柏恆基（bor） ,https://www.google.com/maps/contrib/102563083312106600024/reviews?hl=zh-TW,5,True,227,  牛肉新鮮好吃，價格實惠 
545, Jean Lin ,https://www.google.com/maps/contrib/103948337647810439749/reviews?hl=zh-TW,4,True,175,  新鮮好吃，牛舌讓人驚艷 
546, 楊豐賓 ,https://www.google.com/maps/contrib/117646692940205096397/reviews?hl=zh-TW,5,True,48,  吃牛肉湯不需要到台南 
547, 仲威簡 ,https://www.google.com/maps/contrib/112873469782160278050/reviews?hl=zh-TW,5,True,44,  好吃，平常日人還是很多 
548, 羅國明 ,https://www.google.com/maps/contrib/113880455194037887631/reviews?hl=zh-TW,5,True,50,  來三次了，還是那麼好吃。 
549, Watson Hu ,https://www.google.com/maps/contrib/102497072824008386561/reviews?hl=zh-TW,5,True,77,  這裡的牛肉火鍋湯頭絕對道的 
550, 王曉強 ,https://www.google.com/maps/contrib/106504123052840699135/reviews?hl=zh-TW,4,True,72,  推薦；愛吃牛的人；要來一躺 
551, Lucienne Leech ,https://www.google.com/maps/contrib/114439510904170104391/reviews?hl=zh-TW,5,True,27,  來了n遍了，還是很好吃的 
552, Luca Education L ,https://www.google.com/maps/contrib/112151849152554526395/reviews?hl=zh-TW,3,False,122,  牛肉鮮 只是湯底味素多 
553, Cray Yu ,https://www.google.com/maps/contrib/105570754531160445006/reviews?hl=zh-TW,4,True,133,  鍋，很好，熱炒就一般。 
554, Hung Tsai ,https://www.google.com/maps/contrib/114038652415268401207/reviews?hl=zh-TW,5,False,14,  價格合理，湯頭好 
555, nasxdon lin ,https://www.google.com/maps/contrib/111016847881391218069/reviews?hl=zh-TW,4,True,346,"  肉質還不錯,牛舌份量超多 "
556, HUI WEN WU ,https://www.google.com/maps/contrib/117648606722657671322/reviews?hl=zh-TW,3,True,25,  價格太高，醬料好吃 
557, Eric Tsui ,https://www.google.com/maps/contrib/105172089649477419398/reviews?hl=zh-TW,4,False,3,  新鮮，份量足，值得一試！ 
558, 簡雅慧 ,https://www.google.com/maps/contrib/103627118078843357065/reviews?hl=zh-TW,3,False,10,  感覺吃不飽...有點貴 
559, 鄭Charlie ,https://www.google.com/maps/contrib/101811721347598121868/reviews?hl=zh-TW,5,True,62,  溫體牛首選 
560, 湯圓 ,https://www.google.com/maps/contrib/102027563720383286818/reviews?hl=zh-TW,4,False,7,  溫體牛肉 好吃沒話說 招牌 
561, Zakolia Mezak ,https://www.google.com/maps/contrib/113870115859093472207/reviews?hl=zh-TW,5,True,161,  冬天很適合，牛肉湯很正點 
562, Farmer Happy (甫林) ,https://www.google.com/maps/contrib/114578656689243256638/reviews?hl=zh-TW,4,True,366,  肉好吃，湯普通 
563, MAN HUA W ,https://www.google.com/maps/contrib/106069964871073985563/reviews?hl=zh-TW,4,True,182,  湯頭鮮美，東西好吃。 
564, gino ,https://www.google.com/maps/contrib/100046830231581756009/reviews?hl=zh-TW,1,True,271,  湯頭加了牛肉粉的感覺 
565, 林之今 ,https://www.google.com/maps/contrib/105421063860384297617/reviews?hl=zh-TW,3,False,18,  牛肉跟火鍋湯底 不錯 
566, 林孝明 ,https://www.google.com/maps/contrib/107685989544990709778/reviews?hl=zh-TW,3,True,193,  食材新鮮 但價格高一些 
567, 林玉凌 ,https://www.google.com/maps/contrib/118099690777446387486/reviews?hl=zh-TW,5,True,250,  爽口不油膩，好吃� … 
568, Hanhan lee ,https://www.google.com/maps/contrib/101783531267526691774/reviews?hl=zh-TW,4,True,44,  口味不錯 熱炒的價格略高 
569, Cheung Cheung ,https://www.google.com/maps/contrib/116239536269031138059/reviews?hl=zh-TW,5,False,3,  食物好，價錢合理，牛尾帶來意外驚喜！ 
570, 周宜賢 ,https://www.google.com/maps/contrib/112683768612387408565/reviews?hl=zh-TW,5,True,96,  牛肉新鮮口味佳 
571, 洪翊甯 ,https://www.google.com/maps/contrib/109066090145257945172/reviews?hl=zh-TW,5,True,76,  很好吃的溫體牛肉鍋！ 
572, Willy Ho ,https://www.google.com/maps/contrib/111701875586116087136/reviews?hl=zh-TW,2,True,97,  牛肉跟高雄的不太一樣啊 
573, Chi Chen ,https://www.google.com/maps/contrib/108801422928003312282/reviews?hl=zh-TW,2,True,177,  服務態度不是很好，cp值也不佳 
574, 柴克里 ,https://www.google.com/maps/contrib/108171497101784778689/reviews?hl=zh-TW,4,True,458,  整體食物服務環境都不差 
575, Vicki Hu ,https://www.google.com/maps/contrib/116348726664241596501/reviews?hl=zh-TW,3,True,111,  味道退步了！料也變少了 
576, 王華恩 ,https://www.google.com/maps/contrib/105882814026248633887/reviews?hl=zh-TW,5,True,23,  好吃稍貴人均消$500 
577, Marcos Chen ,https://www.google.com/maps/contrib/102710260899519400726/reviews?hl=zh-TW,4,True,422,  提早約，不然要等很久... 
578, 劉南昌 ,https://www.google.com/maps/contrib/107437928254013096630/reviews?hl=zh-TW,5,True,586,  還不錯吃  值得再訪 
579, Tsung Wei tsungwei ,https://www.google.com/maps/contrib/100280470030421278389/reviews?hl=zh-TW,4,True,399,  不錯，帶小孩去還蠻貼心的 
580, 林韋岑 ,https://www.google.com/maps/contrib/111661310291280482734/reviews?hl=zh-TW,5,True,50,  服務態度親切，食材新鮮 
581, joesun c ,https://www.google.com/maps/contrib/118026200708735144053/reviews?hl=zh-TW,4,True,145,  好吃，可往品嚐。 
582, 邱錦賢 ,https://www.google.com/maps/contrib/105762599595337820765/reviews?hl=zh-TW,5,False,5,  牛肉鮮嫩好吃，讚 
583, 李佳穎 ,https://www.google.com/maps/contrib/118111260190684995207/reviews?hl=zh-TW,4,True,491,  肉還不錯 牛舌很棒 
584, C. Chen ,https://www.google.com/maps/contrib/105610283179920160449/reviews?hl=zh-TW,4,True,85,  酸菜牛肉很下飯。 
585, Sean Shieh ,https://www.google.com/maps/contrib/106150373080871134698/reviews?hl=zh-TW,3,True,16,"  不比高雄美味
有點失望 "
586, 楊長翰 ,https://www.google.com/maps/contrib/115786756542156351041/reviews?hl=zh-TW,4,True,"3,495","  雖不是高雄本店,但也不錯了 "
587," Kit Yu, ",https://www.google.com/maps/contrib/114582279464289520750/reviews?hl=zh-TW,4,False,71,"  如果你是旅客,你一定要來試試 "
